514540,391088,391099,"7","",50,22,"Ady Endre","utca","O",1,59,"E",2,40,"Budaörs"
514542,391662,391640,"7","",50,22,"Kõszikla","utca","",0,0,"E",2,4,"Budaörs"
514546,391666,391626,"6","",50,30,"Kossuth Lajos","utca","O",15,43,"E",12,44,"Budaörs"
514559,391678,391095,"7","",50,22,"Vasvári Pál","utca","O",21,25,"E",24,28,"Budaörs"
514564,392581,391656,"7","",50,22,"Bor","utca","",0,0,"E",10,12,"Budaörs"
514567,391683,391655,"7","",50,22,"Présház","utca","",0,0,"E",18,22,"Budaörs"
514569,391685,391093,"7","",50,22,"Baross","utca","O",21,25,"E",24,26,"Budaörs"
514574,391689,391659,"7","",50,22,"Szép","utca","O",1,5,"E",2,4,"Budaörs"
514577,391691,391670,"6","",50,30,"Kõkapu","utca","",0,0,"O",1,5,"Budaörs"
514583,391689,391680,"7","",50,22,"Kereszt","utca","O",7,7,"",0,0,"Budaörs"
514589,391692,391689,"7","",50,22,"Kereszt","utca","O",5,5,"",0,0,"Budaörs"
